-5, -67, 1008
-4, -68, 1010
-5, -68, 1007
-5, -68, 1008
-5, -68, 1008
-6, -68, 1009
-6, -68, 1009
-5, -68, 1008
-5, -68, 1009
-4, -67, 1009
-5, -68, 1008
-4, -68, 1009
-5, -68, 1010
-4, -68, 1009
-4, -67, 1009
-5, -68, 1009
-5, -68, 1009
-4, -68, 1009
-4, -68, 1008
-5, -68, 1010
-4, -68, 1009
-5, -68, 1009
-5, -68, 1009
-5, -68, 1009
-5, -68, 1009
-5, -68, 1010
-5, -68, 1008
-4, -67, 1009
-5, -67, 1009
-5, -69, 1009
-4, -68, 1008
-5, -68, 1009
-5, -68, 1009
-6, -68, 1008
-5, -68, 1008
-5, -69, 1009
-4, -68, 1008
-4, -68, 1007
-6, -68, 1008
-5, -68, 1008
-5, -68, 1009
-5, -68, 1009
-5, -67, 1008
-5, -67, 1009
-5, -67, 1009
-6, -68, 1009
-4, -68, 1009
-5, -68, 1009
-5, -68, 1008
-5, -68, 1009
-5, -68, 1009
-5, -69, 1008
-5, -67, 1009
-6, -67, 1007
-5, -67, 1008
-5, -67, 1009
-5, -67, 1009
-5, -68, 1009
-5, -68, 1008
-5, -67, 1010
-5, -67, 1009
-5, -67, 1009
-4, -68, 1009
-5, -67, 1009
-4, -68, 1008
-4, -67, 1009
-5, -67, 1009
-5, -68, 1009
-5, -68, 1008
-5, -67, 1009
-5, -68, 1008
-4, -67, 1010
-5, -67, 1008
-5, -67, 1008
-5, -67, 1010
-4, -67, 1009
-6, -67, 1009
-5, -67, 1008
-5, -68, 1008
-6, -67, 1008
-4, -68, 1010
-5, -68, 1009
-5, -67, 1010
-4, -68, 1010
-5, -67, 1007
-6, -67, 1009
-5, -68, 1009
-5, -68, 1008
-4, -68, 1009
-5, -68, 1009
-5, -68, 1009
-5, -68, 1009
-5, -68, 1009
-5, -68, 1008
-5, -68, 1009
-5, -68, 1008
-6, -67, 1008
-4, -68, 1008
-5, -68, 1009
-5, -68, 1009
-4, -68, 1010
-5, -68, 1008
-5, -68, 1010
-5, -68, 1010
-5, -68, 1010
-4, -67, 1007
-5, -68, 1009
-5, -68, 1009
-5, -68, 1009
-5, -68, 1009
-5, -68, 1009
-5, -68, 1009
-5, -69, 1008
-4, -68, 1008
-5, -68, 1010
-5, -68, 1009
-5, -68, 1008
-5, -68, 1008
-5, -68, 1009
-5, -67, 1009
-5, -68, 1008
-5, -67, 1008
-5, -68, 1009
-5, -68, 1009
-5, -68, 1009
-4, -67, 1011
-5, -68, 1009
-4, -68, 1009
-5, -67, 1008
-5, -67, 1008
-5, -67, 1009
-5, -69, 1010
-5, -67, 1008
-4, -68, 1008
-4, -67, 1008
-5, -67, 1009
-4, -68, 1009
-5, -67, 1010
-5, -68, 1009
-5, -67, 1008
-5, -67, 1007
-5, -68, 1008
-5, -68, 1010
-4, -67, 1009
-5, -67, 1009
-4, -68, 1008
-6, -68, 1009
-5, -67, 1009
-5, -68, 1009
-5, -68, 1009

278, -915, 410
278, -915, 409
278, -915, 409
278, -914, 408
279, -915, 409
277, -915, 408
278, -914, 408
278, -915, 410
278, -916, 408
278, -915, 409
279, -915, 408
278, -915, 408
278, -915, 409
278, -915, 408
277, -915, 408
277, -916, 407
278, -914, 407
278, -915, 408
279, -916, 407
277, -915, 408
278, -914, 408
277, -915, 407
277, -914, 408
279, -915, 408
278, -915, 408
278, -915, 408
278, -915, 408
278, -914, 409
278, -915, 407
277, -915, 408
278, -914, 408
278, -915, 408
277, -915, 408
278, -916, 408
278, -914, 408
278, -915, 408
277, -916, 410
279, -915, 407
277, -915, 409
277, -915, 408
278, -915, 408
278, -915, 407
278, -914, 409
278, -915, 408
277, -914, 409
278, -916, 408
278, -915, 408
278, -915, 408
278, -915, 408
278, -915, 407
278, -915, 408
278, -915, 408
278, -915, 408
277, -915, 407
278, -916, 408
277, -915, 408
277, -914, 407
277, -915, 409
277, -915, 407
278, -915, 408
278, -916, 409
278, -915, 409
278, -915, 408
278, -915, 407
278, -915, 408
278, -915, 408
278, -915, 409
278, -915, 408
279, -915, 408
277, -915, 409
278, -915, 409
278, -915, 408
277, -915, 408
279, -914, 408
277, -915, 408
278, -915, 409
278, -915, 407
278, -914, 408
278, -915, 408
278, -915, 408
277, -915, 408
278, -915, 407
278, -914, 408
277, -914, 408
277, -915, 407
278, -915, 408
278, -915, 408
277, -915, 407
278, -916, 408
278, -915, 407
277, -915, 407
278, -916, 408
278, -915, 409
278, -915, 408
278, -915, 408
278, -915, 407
278, -914, 409
277, -914, 408
278, -914, 408
278, -915, 407
277, -915, 407
278, -915, 408
278, -915, 408
278, -915, 408
277, -915, 407
278, -915, 408
278, -915, 408
277, -915, 407
278, -915, 408
278, -916, 407
278, -915, 408
278, -915, 408
278, -915, 408
278, -915, 408
278, -915, 408
278, -915, 408
278, -915, 409
277, -915, 408
279, -915, 408
277, -916, 407
278, -915, 408
277, -915, 408
277, -915, 407
278, -915, 408
278, -915, 409
277, -915, 408
277, -914, 408
278, -915, 408
277, -915, 408
278, -915, 408
278, -915, 407
277, -915, 408
279, -915, 408
278, -915, 409
278, -915, 408
278, -915, 407
278, -915, 408
277, -915, 408
278, -916, 408
278, -915, 407
277, -916, 408
278, -915, 407
278, -915, 409
278, -915, 407
278, -915, 408
278, -915, 408
277, -915, 407
277, -915, 408
279, -914, 408
277, -915, 408
278, -915, 409
278, -915, 408
278, -916, 407
277, -914, 408
278, -915, 408
278, -915, 409
278, -915, 408
277, -915, 407
277, -914, 409
278, -915, 408
278, -915, 409
277, -915, 408
277, -915, 408
277, -915, 408
277, -915, 407
277, -915, 408
278, -916, 408
278, -915, 409
278, -916, 407
278, -915, 408
278, -915, 408
277, -915, 407
277, -914, 407
277, -915, 407
278, -915, 408
278, -916, 407
278, -915, 408
278, -915, 408
278, -916, 408
277, -915, 407
279, -915, 408
277, -915, 408
278, -915, 408
278, -915, 407
277, -915, 407
278, -916, 408
278, -915, 407
278, -915, 408
278, -915, 408
278, -914, 408
277, -915, 408
278, -915, 407
278, -915, 408
278, -915, 408
278, -915, 408
277, -915, 408
279, -915, 409
277, -915, 407

905, -70, 465
905, -70, 464
905, -70, 465
905, -71, 464
905, -70, 464
905, -69, 464
905, -71, 465
905, -71, 464
905, -71, 464
906, -72, 465
905, -71, 464
906, -71, 465
905, -71, 464
905, -72, 464
906, -71, 464
905, -72, 464
906, -72, 463
905, -71, 463
905, -71, 465
905, -71, 464
905, -70, 465
906, -72, 464
905, -72, 464
905, -71, 465
905, -71, 464
906, -72, 463
906, -71, 463
906, -71, 465
906, -71, 464
905, -71, 464
905, -72, 465
905, -72, 464
906, -71, 465
905, -71, 463
905, -71, 464
905, -71, 464
905, -71, 464
905, -72, 463
906, -72, 464
906, -71, 464
906, -71, 465
906, -72, 464
905, -71, 464
906, -72, 464
906, -71, 464
905, -71, 463
905, -71, 465
905, -72, 465
906, -71, 464
906, -72, 464
905, -72, 465
905, -71, 465
905, -72, 465
906, -72, 464
905, -71, 465
906, -71, 464
905, -71, 465
906, -72, 464
906, -71, 464
905, -72, 464
905, -72, 464
905, -72, 463
905, -71, 464
905, -72, 463
906, -71, 464
905, -71, 464
905, -71, 464
905, -71, 463
905, -71, 464
905, -72, 465
906, -72, 464
906, -71, 464
905, -71, 465
905, -72, 465
906, -72, 463
906, -72, 464
905, -71, 465
905, -71, 464
905, -72, 464
906, -71, 464
905, -71, 465
905, -71, 465
905, -71, 463
906, -72, 464
906, -72, 464
905, -72, 464
906, -71, 465
906, -72, 464
906, -72, 464
905, -72, 465
906, -72, 463
905, -71, 465
905, -71, 465
905, -72, 464
905, -71, 465
905, -71, 465
906, -71, 463
906, -71, 464
905, -71, 464
906, -72, 465
905, -72, 465
905, -71, 463
905, -71, 465
905, -71, 464
905, -71, 464
905, -71, 464
907, -71, 465
905, -71, 464
906, -71, 465
905, -71, 464
905, -72, 465
905, -72, 464
905, -71, 465
905, -71, 464
906, -72, 464
906, -71, 464
905, -71, 464
906, -72, 463
905, -71, 464
905, -72, 464
905, -71, 464
905, -71, 464
905, -71, 465
906, -71, 464
905, -71, 465
906, -72, 464
905, -72, 464
905, -72, 464
906, -71, 464
905, -72, 464
905, -71, 463
906, -72, 464
905, -71, 465
905, -71, 465
906, -72, 463
905, -72, 464
905, -71, 465
905, -72, 464
905, -71, 465
906, -72, 463
905, -71, 464
906, -72, 465
905, -72, 464
905, -72, 464
906, -71, 464
906, -72, 464
905, -72, 464
905, -71, 464
906, -71, 463
905, -72, 465
905, -71, 464
905, -71, 465
906, -71, 464
905, -71, 464
906, -71, 463
905, -72, 464
905, -71, 464
906, -71, 464
905, -71, 463
905, -71, 464
905, -72, 465

292, 809, 501
292, 809, 501
291, 807, 501
291, 807, 499
291, 808, 499
291, 809, 501
292, 808, 500
292, 808, 500
291, 809, 500
292, 808, 501
292, 808, 501
292, 808, 501
292, 808, 500
292, 809, 500
291, 808, 500
291, 808, 502
291, 808, 502
291, 808, 501
292, 808, 499
291, 808, 500
292, 808, 501
292, 808, 501
291, 810, 500
291, 809, 501
291, 809, 501
291, 809, 500
292, 808, 501
292, 807, 500
292, 808, 500
291, 808, 501
291, 808, 501
291, 808, 501
292, 808, 500
291, 808, 501
291, 808, 501
292, 808, 501
291, 809, 500
291, 808, 500
292, 808, 500
292, 808, 501
291, 808, 500
291, 808, 500
291, 808, 500
292, 808, 500
291, 808, 500
291, 808, 501
291, 808, 501
291, 809, 501
293, 808, 501
291, 808, 500
291, 809, 501
291, 809, 501
292, 809, 501
291, 808, 501
291, 808, 500
292, 808, 500
292, 808, 500
291, 808, 500
291, 808, 500
292, 808, 501
291, 808, 500
291, 808, 500
291, 809, 500
292, 808, 500
291, 809, 501
292, 809, 500
291, 808, 501
292, 809, 500
291, 808, 501
291, 808, 499
291, 808, 501
291, 808, 501
291, 809, 501
291, 808, 500
291, 809, 501
291, 808, 500
291, 808, 500
290, 808, 500
291, 808, 501
291, 807, 501
291, 808, 501
291, 808, 501
292, 808, 500
291, 808, 502
291, 809, 501
291, 808, 501
291, 809, 500
291, 809, 500
292, 809, 499
291, 808, 500
291, 809, 501
291, 809, 501
291, 808, 500
291, 808, 500
291, 808, 500
291, 808, 500
291, 808, 500
291, 808, 500
292, 808, 499
291, 809, 501
291, 809, 500
291, 809, 500
292, 809, 500
291, 808, 501
291, 809, 501
292, 808, 500
291, 808, 501
291, 808, 501
290, 808, 501
291, 809, 501
291, 808, 501
291, 808, 501
291, 808, 500
292, 808, 500
291, 808, 501
292, 808, 501
292, 808, 501
292, 808, 501
291, 809, 501
291, 808, 500
291, 808, 500
291, 808, 500
290, 808, 501
291, 808, 500
291, 808, 500
292, 809, 501
291, 808, 501
291, 808, 502
291, 808, 501
291, 809, 500
292, 808, 501
292, 808, 501
291, 809, 501
291, 809, 500
291, 809, 500
291, 809, 501
291, 809, 501
290, 809, 500
291, 808, 500
290, 808, 500
291, 808, 500
291, 808, 500
291, 808, 500
291, 809, 500
292, 808, 500
291, 809, 501
291, 809, 501
291, 808, 500
291, 809, 501
291, 808, 500
292, 808, 500
292, 808, 500
291, 808, 500
291, 809, 501
291, 808, 500
291, 808, 501
291, 808, 501
291, 809, 501
292, 808, 500
292, 808, 500
291, 808, 499
291, 808, 499
292, 809, 500
291, 809, 500
292, 809, 500
290, 809, 501
292, 809, 501
292, 808, 501
291, 808, 501
291, 807, 500
291, 808, 500
291, 808, 500
292, 808, 501
291, 808, 500
291, 808, 501
292, 809, 500
291, 808, 501
291, 808, 500
291, 808, 501
292, 808, 500
291, 808, 500
291, 808, 500
291, 808, 501
291, 808, 501
291, 808, 500
292, 808, 501
292, 808, 501
291, 809, 500
291, 809, 500
292, 808, 501
292, 808, 501
292, 808, 501
292, 807, 500
291, 808, 501
292, 808, 500
291, 809, 501
291, 809, 501
291, 808, 500
291, 808, 500
292, 809, 500
291, 808, 501
291, 808, 501
291, 809, 500
291, 809, 501
292, 809, 500
291, 808, 501
291, 808, 501
291, 809, 500
292, 808, 500
291, 809, 501
292, 808, 501
292, 808, 501
290, 809, 500
291, 808, 500
291, 808, 501
291, 809, 500
291, 808, 499
292, 808, 500
292, 809, 501
291, 808, 501
291, 808, 501
291, 808, 501
291, 809, 501
292, 808, 500
292, 809, 500
292, 808, 501
292, 808, 501
292, 808, 501
291, 808, 501
292, 808, 501
292, 808, 500
292, 809, 500
292, 808, 501
291, 808, 500
292, 809, 500
291, 809, 500
291, 809, 500
291, 809, 501
291, 808, 500
291, 809, 500
291, 809, 501
291, 809, 501
291, 809, 500
291, 808, 501
291, 809, 500
291, 808, 500
291, 808, 500
291, 808, 500
292, 808, 500
291, 808, 500
291, 808, 502
291, 808, 501
291, 808, 501
291, 808, 501
291, 808, 501
291, 808, 501
291, 808, 501
291, 809, 501
291, 808, 501
292, 809, 500
291, 808, 500
291, 808, 500
291, 808, 501
291, 809, 502
290, 808, 501
292, 808, 500
292, 808, 500
291, 808, 500
291, 808, 500
291, 808, 501
291, 808, 499
291, 808, 499
291, 808, 501
291, 809, 500
291, 809, 500
291, 808, 500
291, 808, 501
291, 808, 501
291, 809, 501
292, 808, 499
291, 808, 501
291, 808, 501
290, 808, 501
291, 808, 500
292, 808, 501
291, 808, 501
292, 807, 501
290, 808, 501
291, 808, 501
291, 808, 502
292, 808, 499
292, 808, 499
291, 808, 500
291, 809, 500
291, 809, 501
291, 808, 499
291, 808, 502
292, 809, 501
291, 808, 500
292, 809, 500
291, 808, 501
291, 808, 501
292, 808, 501
292, 808, 501
291, 809, 501
291, 808, 501
291, 808, 501
291, 807, 499
291, 808, 500
291, 808, 501
292, 808, 500
292, 808, 500
292, 808, 501

-717, 485, 472
-718, 485, 471
-717, 485, 469
-716, 485, 470
-717, 485, 470
-716, 485, 470
-717, 486, 471
-716, 485, 471
-716, 486, 471
-716, 486, 470
-716, 486, 470
-716, 486, 472
-715, 486, 471
-716, 486, 471
-716, 486, 471
-716, 486, 472
-717, 486, 470
-716, 486, 470
-716, 486, 472
-716, 486, 471
-716, 486, 471
-716, 486, 471
-717, 487, 471
-715, 486, 470
-716, 486, 471
-717, 487, 471
-717, 486, 471
-717, 486, 471
-717, 486, 471
-716, 486, 471
-716, 486, 472
-717, 486, 471
-716, 487, 472
-716, 485, 472
-716, 487, 472
-716, 485, 471
-716, 486, 470
-716, 486, 470
-716, 486, 471
-716, 486, 470
-716, 486, 471
-716, 485, 471
-717, 485, 471
-716, 486, 471
-716, 485, 472
-718, 485, 471
-717, 486, 471
-716, 486, 471
-717, 486, 470
-717, 487, 471
-716, 487, 470
-717, 486, 471
-717, 485, 470
-716, 486, 470
-717, 486, 470
-716, 486, 471
-716, 486, 471
-716, 486, 472
-716, 486, 471
-716, 486, 472
-717, 486, 470
-716, 486, 471
-717, 486, 472
-716, 486, 471
-717, 486, 471
-716, 486, 472
-716, 485, 470
-716, 485, 471
-716, 485, 471
-716, 486, 472
-716, 485, 471
-716, 486, 471
-716, 486, 470
-716, 486, 470
-716, 485, 472
-716, 486, 470
-716, 485, 470
-716, 486, 471
-717, 486, 469
-716, 485, 471
-716, 486, 471
-716, 486, 471
-715, 486, 471
-716, 486, 472
-716, 485, 471
-716, 486, 472
-716, 485, 471
-717, 486, 472
-716, 486, 472
-716, 486, 472
-716, 485, 471
-716, 486, 471
-716, 486, 471
-717, 487, 471
-716, 486, 470
-716, 486, 470
-716, 486, 471
-716, 485, 470
-716, 485, 471
-716, 486, 471
-716, 486, 470
-716, 486, 470
-716, 486, 471
-716, 486, 472
-717, 485, 471
-717, 485, 470
-717, 485, 471
-717, 486, 471
-716, 486, 472
-716, 486, 471
-717, 486, 471
-716, 485, 470
-716, 487, 471
-716, 486, 471
-716, 486, 471
-716, 486, 471
-717, 486, 470
-717, 486, 470
-716, 486, 471
-716, 486, 471
-716, 485, 471
-716, 485, 471
-716, 486, 471
-716, 486, 470
-716, 486, 471
-717, 486, 472
-716, 487, 472
-716, 484, 472
-716, 485, 472
-716, 485, 470
-716, 485, 470
-716, 486, 471
-716, 485, 471
-716, 486, 470
-717, 486, 471

-719, -570, 427
-719, -571, 428
-719, -571, 428
-719, -570, 428
-719, -571, 428
-719, -570, 428
-718, -570, 428
-719, -571, 427
-719, -570, 428
-719, -570, 427
-718, -571, 427
-719, -570, 427
-719, -571, 427
-718, -571, 428
-718, -570, 428
-719, -571, 427
-718, -570, 427
-720, -569, 427
-718, -570, 429
-718, -571, 428
-719, -570, 428
-718, -571, 428
-718, -571, 428
-719, -570, 427
-719, -571, 429
-719, -570, 428
-718, -571, 429
-718, -570, 428
-719, -570, 428
-719, -570, 428
-719, -571, 428
-718, -570, 428
-718, -570, 428
-719, -570, 428
-718, -570, 428
-719, -570, 428
-718, -570, 428
-719, -570, 429
-718, -569, 428
-719, -571, 428
-719, -570, 428
-718, -569, 427
-719, -570, 428
-718, -570, 428
-719, -570, 428
-718, -570, 427
-719, -570, 429
-718, -570, 428
-718, -570, 427
-719, -570, 428
-718, -570, 429
-719, -570, 428
-719, -570, 428
-719, -570, 428
-719, -570, 428
-719, -571, 428
-719, -570, 428
-719, -570, 428
-719, -570, 428
-719, -569, 428
-719, -570, 429
-719, -569, 428
-719, -570, 429
-718, -570, 428
-719, -571, 428
-719, -570, 428
-719, -570, 428
-719, -570, 427
-718, -570, 428
-719, -569, 428
-718, -570, 429
-718, -570, 428
-719, -570, 428
-719, -570, 429
-719, -570, 429
-719, -569, 427
-719, -570, 427
-719, -571, 428
-719, -570, 428
-719, -570, 429
-718, -570, 428
-718, -570, 427
-718, -570, 427
-719, -571, 428
-719, -570, 428
-718, -570, 428
-719, -569, 427
-719, -569, 428
-719, -570, 427
-719, -570, 428
-719, -569, 428
-718, -570, 428
-719, -569, 427
-719, -570, 428
-719, -570, 428
-719, -570, 428
-719, -569, 428
-719, -570, 428
-719, -570, 427
-718, -571, 429
-718, -569, 428
-719, -570, 427
-719, -569, 428
-719, -570, 428
-719, -570, 427
-718, -570, 428
-719, -569, 430
-719, -570, 427
-719, -570, 428
-719, -571, 428
-719, -569, 427
